timestamp,station,pm25,pm10,so2,no2,co,o3,temp,pres,dewp,rain,wnd_dir,wnd_spd,pm25_missing,pm10_missing,so2_missing,no2_missing,co_missing,o3_missing,temp_missing,pres_missing,dewp_missing,rain_missing,wnd_spd_missing
2013-03-01 07:00:00,Shunyi,13.0,13.0,3.0,23.0,300.0,59.0,-2.4,1030.5,-21.3,0.0,NE,1.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 07:00:00,Tiantan,7.0,7.0,12.0,19.0,400.0,67.0,-1.4,1029.5,-20.4,0.0,NNW,3.0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 07:00:00,Wanliu,3.0,6.0,11.0,26.0,300.0,47.0,-1.6,1027.4,-19.1,0.0,NNW,3.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 07:00:00,Wanshouxigong,8.0,8.0,8.0,20.0,300.0,54.0,-0.8,1026.7,-19.9,0.0,NNE,2.0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Aotizhongxin,3.0,6.0,16.0,43.0,500.0,45.0,0.1,1028.3,-19.2,0.0,NNW,4.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Changping,9.0,25.0,13.0,42.0,700.0,46.0,-0.2,1025.2,-20.5,0.0,NNW,2.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Dingling,8.0,7.0,3.0,3.0,200.0,79.0,-0.2,1025.2,-20.5,0.0,NNW,2.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Dongsi,3.0,6.0,12.0,41.0,500.0,54.0,-0.3,1030.4,-21.2,0.0,NW,4.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Guanyuan,3.0,6.0,9.0,37.0,500.0,50.0,0.1,1028.3,-19.2,0.0,NNW,4.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Gucheng,5.0,9.0,5.0,5.0,900.0,81.0,0.1,1026.1,-20.3,0.0,ENE,3.0,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 08:00:00,Huairou,3.0,13.0,34.0,38.0,800.0,45.0,-1.6,1025.2,-23.5,0.0,NNE,4.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Nongzhanguan,3.0,6.0,13.0,49.0,400.0,46.0,-0.3,1030.4,-21.2,0.0,NW,4.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Shunyi,8.0,8.0,3.0,19.0,400.0,66.0,-1.0,1031.2,-21.8,0.0,NNW,2.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Tiantan,3.0,6.0,14.0,29.0,500.0,56.0,-0.3,1030.4,-21.2,0.0,NW,4.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Wanliu,7.0,10.0,14.0,39.0,400.0,36.0,0.1,1028.3,-19.2,0.0,NNW,4.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 08:00:00,Wanshouxigong,3.0,6.0,9.0,23.0,300.0,50.0,0.4,1027.3,-19.4,0.0,NE,2.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Aotizhongxin,3.0,8.0,12.0,28.0,400.0,59.0,1.2,1028.5,-19.3,0.0,N,2.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Changping,11.0,29.0,5.0,18.0,500.0,73.0,0.6,1025.3,-20.4,0.0,NNW,3.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Dingling,8.0,8.0,3.0,2.0,200.0,81.0,0.6,1025.3,-20.4,0.0,NNW,3.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Dongsi,3.0,6.0,9.0,31.0,400.0,69.0,0.4,1030.5,-23.3,0.0,N,5.5,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Guanyuan,7.0,11.0,9.0,30.0,400.0,58.0,1.2,1028.5,-19.3,0.0,N,2.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Gucheng,4.0,10.0,6.0,5.0,900.0,82.0,1.1,1026.1,-20.6,0.0,NE,2.8,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 09:00:00,Huairou,17.0,36.0,50.0,28.0,700.0,60.0,-1.1,1025.4,-23.8,0.0,NE,4.9,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Nongzhanguan,11.0,14.0,9.0,28.0,400.0,68.0,0.4,1030.5,-23.3,0.0,N,5.5,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Shunyi,3.0,6.0,3.0,21.0,400.0,60.0,0.0,1031.3,-22.9,0.0,SSW,0.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Tiantan,8.0,2.0,11.0,22.0,500.0,65.0,0.4,1030.5,-23.3,0.0,N,5.5,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Wanliu,3.0,9.0,12.0,31.0,400.0,46.0,1.2,1028.5,-19.3,0.0,N,2.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 09:00:00,Wanshouxigong,3.0,6.0,10.0,18.0,300.0,56.0,1.5,1027.4,-19.7,0.0,ENE,2.9,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Aotizhongxin,3.0,6.0,9.0,12.0,400.0,72.0,1.9,1028.2,-19.4,0.0,NNW,3.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Changping,9.0,10.0,3.0,10.0,300.0,83.0,2.0,1025.1,-21.3,0.0,N,2.2,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Dingling,8.0,8.0,3.0,2.0,200.0,83.0,2.0,1025.1,-21.3,0.0,N,2.2,0,1,0,1,0,0,0,0,0,0,0
2013-03-01 10:00:00,Dongsi,3.0,6.0,7.0,19.0,300.0,82.0,1.4,1030.2,-22.5,0.0,N,5.2,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Guanyuan,3.0,8.0,11.0,26.0,400.0,65.0,1.9,1028.2,-19.4,0.0,NNW,3.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Gucheng,7.0,8.0,8.0,5.0,900.0,82.0,1.9,1026.1,-21.3,0.0,ENE,3.0,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 10:00:00,Huairou,19.0,32.0,5.0,3.0,300.0,85.0,1.0,1025.1,-23.6,0.0,ESE,2.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Nongzhanguan,3.0,7.0,6.0,20.0,300.0,77.0,1.4,1030.2,-22.5,0.0,N,5.2,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Shunyi,3.0,6.0,3.0,22.0,400.0,64.0,0.7,1031.3,-21.6,0.0,NNW,2.5,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Tiantan,9.0,9.0,8.0,17.0,400.0,72.0,1.4,1030.2,-22.5,0.0,N,5.2,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Wanliu,3.0,8.0,12.0,30.0,400.0,49.0,1.9,1028.2,-19.4,0.0,NNW,3.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 10:00:00,Wanshouxigong,3.0,6.0,11.0,15.0,300.0,61.0,2.1,1027.3,-21.2,0.0,NNE,4.8,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Aotizhongxin,3.0,6.0,9.0,14.0,400.0,71.0,2.9,1028.2,-20.5,0.0,N,3.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Changping,3.0,3.0,4.0,9.0,300.0,81.0,3.6,1024.8,-20.7,0.0,NNE,2.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Dingling,3.0,2.0,3.0,2.0,200.0,83.0,3.6,1024.8,-20.7,0.0,NNE,2.7,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 11:00:00,Dongsi,6.0,6.0,7.0,19.0,400.0,83.0,2.9,1029.8,-22.9,0.0,NNW,5.3,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Guanyuan,3.0,6.0,8.0,23.0,300.0,70.0,2.9,1028.2,-20.5,0.0,N,3.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Gucheng,3.0,6.0,8.0,5.0,800.0,85.0,3.3,1026.1,-20.9,0.0,ENE,3.2,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 11:00:00,Huairou,10.0,11.0,3.0,3.0,300.0,87.0,2.4,1024.5,-22.5,0.0,SE,3.9,0,0,0,1,0,0,0,0,0,0,0
2013-03-01 11:00:00,Nongzhanguan,3.0,6.0,6.0,19.0,300.0,81.0,2.9,1029.8,-22.9,0.0,NNW,5.3,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Shunyi,6.0,6.0,3.0,16.0,300.0,67.0,1.7,1030.9,-21.5,0.0,NNW,1.4,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Tiantan,9.0,23.0,8.0,16.0,400.0,75.0,2.9,1029.8,-22.9,0.0,NNW,5.3,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Wanliu,3.0,6.0,10.0,26.0,300.0,54.0,2.9,1028.2,-20.5,0.0,N,3.7,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 11:00:00,Wanshouxigong,3.0,6.0,9.0,14.0,300.0,62.0,3.1,1027.2,-21.1,0.0,N,4.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 12:00:00,Aotizhongxin,3.0,6.0,7.0,13.0,300.0,74.0,3.9,1027.3,-19.7,0.0,NNW,5.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 12:00:00,Changping,3.0,6.0,4.0,8.0,300.0,90.0,4.8,1023.8,-19.7,0.0,N,3.0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 12:00:00,Dingling,6.0,2.0,3.0,2.0,200.0,85.0,4.8,1023.8,-19.7,0.0,N,3.0,0,1,0,1,0,0,0,0,0,0,0
2013-03-01 12:00:00,Dongsi,3.0,6.0,6.0,18.0,300.0,86.0,4.0,1028.6,-21.2,0.0,W,4.6,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 12:00:00,Guanyuan,7.0,14.0,6.0,23.0,300.0,73.0,3.9,1027.3,-19.7,0.0,NNW,5.1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01 12:00:00,Gucheng,9.0,10.0,8.0,5.0,800.0,86.0,4.1,1025.1,-20.3,0.0,ENE,3.2,0,0,0,1,0,0,0,0,0,0,0
